group,role,side,price_band,n_trades,n_contracts,avg_price,win_rate,avg_fee_per_contract,gross_mean_pp,gross_ci_low_pp,gross_ci_high_pp,net_mean_pp,net_se_pp,net_ci_low_pp,net_ci_high_pp,z_net,largest_prefix,largest_share,n_with,net_mean_pp_with,net_ci_low_pp_with,net_ci_high_pp_with,n_without,net_mean_pp_without,net_ci_low_pp_without,net_ci_high_pp_without,pass_loco,top3_prefixes,top3_share_of_abs_pnl,twin_side,twin_n_trades,twin_net_mean_pp,domain_top5
Weather,maker,no,"[0.40,0.60)",467980,14939915,0.5011814393777537,0.5231997093892902,0.0100000000000005,2.2018270011539407,2.0594842566178486,2.344169745690033,1.2018270011538943,0.0726238492531081,1.0594842566178022,1.3441697456899864,16.54865465703001,KXHIGHNY,0.2284328390102141,467980,1.201827001153897,1.0594842566178049,1.3441697456899888,361078,0.857130592282002,0.695105871347653,1.019155313216351,True,"['KXHIGHNY', 'KXRTSNOWWHITE', 'KXHURCAT']",0.524702573095076,yes,251948,-1.2074951974216954,"[('KXHIGHNY', 0.2284), ('KXHIGHAUS', 0.1536), ('KXHIGHLAX', 0.1375), ('KXHIGHCHI', 0.1252), ('KXHIGHMIA', 0.1245)]"
Media,maker,yes,"[0.80,0.95)",18275,1481838,0.870508344733242,0.892311901504788,0.0099999999999999,2.180355677154585,1.7398632932548188,2.620848061054351,1.1803556771545851,0.2247410121937583,0.7398632932548188,1.6208480610543516,5.252070664062653,KXTSAW,0.1520656634746922,18275,1.1803556771545836,0.7397751231123711,1.620936231196796,15496,0.4068791946308735,-0.08537832944797552,0.8991367187097224,False,"['KXRANKLISTSONGTHRILLER', 'KXTSAW', 'KXLEBRONMENTION']",0.4142770517441312,no,33176,5.750572703158907,"[('KXTSAW', 0.1521), ('KXRANKLISTSONGTHRILLER', 0.0841), ('KXEARNINGSMENTIONNVDA', 0.06), ('KXSURVIVORMENTION', 0.0372), ('KXBERNIEMENTION', 0.0354)]"
Media,maker,no,"[0.95,1]",24562,5123148,0.977682192003909,0.99751648888527,0.0099999999999999,1.983429688136144,1.918972635411945,2.0478867408603425,0.9834296881361488,0.0328862513898973,0.91897263541195,1.0478867408603476,29.9039764817421,KXAPRPOTUS,0.07825095676247863,24562,0.983429688136148,0.9189719372950926,1.0478874389772033,22640,0.9996024734982355,0.9426293739482198,1.0565755730482513,True,"['KXEARNINGSMENTIONDIS', 'KXEARNINGSMENTIONMSFT', 'KXCONGRESSMENTION']",0.4116646250724602,yes,16926,0.0885028949545096,"[('KXAPRPOTUS', 0.0783), ('KXCONGRESSMENTION', 0.0686), ('KXKAMALAMENTION', 0.066), ('KXVANCEMENTION', 0.0633), ('KXTSAW', 0.0473)]"
Entertainment,maker,yes,"[0.95,1]",48967,14704895,0.9729709804562292,0.9924234688667878,0.0099999999999999,1.945248841056218,1.8679852834442707,2.022512398668166,0.9452488410562306,0.0394201824550752,0.867985283444283,1.0225123986681783,23.978804312574443,KXSONGSONCHARTTSWIFT,0.085220658811036,48967,0.9452488410562285,0.8678789081119896,1.0226187740004675,44794,0.7654150109389684,0.6810502937555621,0.8497797281223746,True,"['KXSONGSONCHARTTSWIFT', 'KXTOP10BILLBOARDSPOTSTS', 'KXRTACOMPLETEUNKNOWN']",0.4990248729119286,no,107000,0.3779439252336505,"[('KXSONGSONCHARTTSWIFT', 0.0852), ('KXSNFMENTION', 0.0842), ('KXSPOTIFYD', 0.0766), ('KXTNFMENTION', 0.0683), ('KXTOPALBUMBYTAYLORSWIFT', 0.0464)]"
Other,maker,no,"[0.40,0.60)",98753,6523060,0.4983365568640952,0.5175437708221522,0.0099999999999999,1.920721395805692,1.6114856090451286,2.2299571825662547,0.9207213958057014,0.157773360592124,0.6114856090451383,1.2299571825662647,5.83572152073221,KXPREEMPT,0.02608528348505868,98753,0.9207213958057063,0.6114016176278589,1.2300411739835537,96177,2.243228630545774,1.9299057376534083,2.5565515234381393,True,"['KXPREEMPT', 'KXDEMVASWEEP', 'KXSTATEFLIPKH']",0.11838020678592033,yes,65554,2.147771303047872,"[('KXPREEMPT', 0.0261), ('KXELONTWEETS', 0.0199), ('KXLIGAMXGAME', 0.0158), ('KXALEAGUEGAME', 0.0142), ('KXDJTHANNITY', 0.0131)]"
Other,maker,yes,"[0.95,1]",25225,6594512,0.9751008919722496,0.9940931615460852,0.0099999999999999,1.8992269573835483,1.804747369741864,1.9937065450252327,0.8992269573835519,0.0482038712457574,0.8047473697418672,0.9937065450252364,18.6546626680465,KXTOP10TAYLORSWIFT,0.03615460852329039,25225,0.8992269573835511,0.8019882575798576,0.9964656571872446,24313,0.8229753629745434,0.722240934943948,0.9237097910051386,True,"['KXBUSINESSROUNDTABLE', 'KXUSAMBTOUN', 'KXTOP10TAYLORSWIFT']",0.351799688349446,no,50017,0.3006577763560418,"[('KXTOP10TAYLORSWIFT', 0.0362), ('KXSTATEFLIPDJT', 0.0249), ('KXJFKFILES', 0.0235), ('KXCALIREDISTRICTING', 0.0226), ('KXMEDIARELEASEJIMMYKIMMEL', 0.0185)]"
Other,maker,yes,"[0.60,0.80)",62091,4136907,0.6934966420254142,0.7123898793706012,0.0099999999999999,1.889323734518691,1.536498875606874,2.242148593430508,0.889323734518686,0.180012683118274,0.5364988756068689,1.2421485934305032,4.940339308949537,KXTIPTAX,0.051827156914850785,62091,0.8893237345186883,0.5364121710348089,1.2422352980025677,58873,-0.6983337013571604,-1.0661494659489335,-0.3305179367653874,False,"['KXTIPTAX', 'KXDJTFLAK', 'KXTRAVELBANS']",0.0983932873943292,no,126487,3.1429474965806823,"[('KXTIPTAX', 0.0518), ('KXSTARSHIPLAUNCH', 0.0188), ('KXASIACUPCRICKET', 0.0177), ('KXWHVISIT', 0.0171), ('KXJAN6PARDON', 0.0163)]"
Other,maker,no,"[0.80,0.95)",112185,9908934,0.8722794491242143,0.8909479876988903,0.0099999999999999,1.866853857467567,1.686485543153289,2.047222171781845,0.8668538574675727,0.0920246501603459,0.6864855431532948,1.0472221717818506,9.41980062903957,KXELONTWEETS,0.056362258768997635,112185,0.8668538574675774,0.6864109467545599,1.047296768180595,105862,0.9708016096427433,0.7861172147388419,1.1554860045466449,True,"['KXJREPODCAST', 'KXMEDIARELEASEJIMMYKIMMEL', 'KXGRAMROTY']",0.11435752145986622,yes,49583,4.195187866809192,"[('KXELONTWEETS', 0.0564), ('KXWHVISIT', 0.0327), ('ADAMS', 0.0284), ('KXWL', 0.0139), ('KXWALTZRESIGN', 0.0134)]"
Weather,maker,yes,"[0.80,0.95)",72987,4929097,0.868397385835833,0.8850617233205913,0.0099999999999999,1.6664337484757614,1.4380470413046331,1.8948204556468893,0.666433748475752,0.1165238301893511,0.4380470413046238,0.8948204556468801,5.719291473622158,KXHIGHNY,0.22276569800101387,72987,0.6664337484757514,0.43804704130462335,0.8948204556468796,56728,0.4280073332393138,0.16590282664467373,0.6901118398339537,True,"['KXHIGHNY', 'KXHIGHAUS', 'KXHMONTH']",0.566821369498154,no,420745,0.4508621611665103,"[('KXHIGHNY', 0.2228), ('KXHIGHCHI', 0.1478), ('KXHIGHLAX', 0.1224), ('KXHIGHAUS', 0.1176), ('KXHIGHMIA', 0.1061)]"
Entertainment,maker,no,"[0.80,0.95)",152529,16794385,0.8769211756452882,0.892905611391932,0.0099999999999999,1.5984435746644905,1.4454008479744471,1.7514863013545334,0.5984435746644882,0.0780830238214504,0.4454008479744452,0.7514863013545312,7.6641956903836945,KXSPOTIFYD,0.08399058539687534,152529,0.5984435746644865,0.4454002902031991,0.7514868591257738,139718,0.6293390973246075,0.46970098235066443,0.7889772122985503,True,"['KXSPOTIFYSONGSOPALITE', 'KXGRAMSOTY', 'KXOSCARPIC']",0.1571221129457677,yes,79641,1.5534335329792457,"[('KXSPOTIFYD', 0.084), ('KXOSCARPIC', 0.05), ('KXAPPRANKFREE', 0.037), ('KXSPOTIFYSONGSOPALITE', 0.0359), ('KXSUPERBOWLHEADLINE', 0.034)]"
Other,maker,no,"[0,0.05)",22484,5359306,0.021485945561288,0.036425902864259,0.0099999999999999,1.4939957302971014,1.2479457211771487,1.7400457394170536,0.493995730297101,0.1255357189387512,0.2479457211771486,0.7400457394170534,3.9351009774207855,KXBLUEWALL,0.027708592777085927,22484,0.49399573029710253,0.2437991017881282,0.7441923588060768,21861,0.5808517451168762,0.32362416155107654,0.838079328682676,True,"['KXDJTFRENCHREP', 'KXUSAMBTOUN', 'SEMIPRODH']",0.12305883501832332,yes,48763,-1.1622336607673796,"[('KXBLUEWALL', 0.0277), ('KXSTATEFLIPDJT', 0.0256), ('KXWHVISIT', 0.0202), ('KXTOP10TAYLORSWIFT', 0.0193), ('KXJFKFILES', 0.0193)]"
Science/Tech,maker,no,"[0.95,1]",9276,1915351,0.9703244933160908,0.985015092712376,0.0099999999999999,1.469059939629154,1.2218033759261642,1.716316503332144,0.4690599396291591,0.1261513080117296,0.2218033759261691,0.7163165033321492,3.718232866721809,KXLLM1,0.5482966796032773,9276,0.4690599396291617,0.22180220498939857,0.7163176742689248,4190,1.540572792362773,1.4364458529076307,1.644699731817915,True,"['KXLLM1', 'KXSPACEXSTARSHIP', 'LLM1']",0.7385104595390785,yes,3118,-0.2655548428479689,"[('KXLLM1', 0.5483), ('KXSPACEXSTARSHIP', 0.1652), ('LLM1', 0.0971), ('KXAPPLEMENTION', 0.0657), ('KXRANKLISTAIWFCIS', 0.0327)]"
Weather,maker,no,"[0.80,0.95)",420745,23237809,0.8709065348370193,0.8854151564486803,0.0100000000000004,1.4508621611664807,1.3553980965408938,1.5463262257920674,0.4508621611665103,0.0487061554212177,0.3553980965409234,0.5463262257920971,9.256779913491222,KXHIGHNY,0.19939868566471378,420745,0.4508621611665157,0.3553980965409289,0.5463262257921024,336849,0.38753566137944334,0.28054060869098796,0.4945307140678987,True,"['KXHIGHDEN', 'KXHIGHLAX', 'KXHMONTH']",0.38661653268435053,yes,72987,0.666433748475752,"[('KXHIGHNY', 0.1994), ('KXHIGHLAX', 0.1535), ('KXHIGHAUS', 0.1509), ('KXHIGHCHI', 0.1362), ('KXHIGHDEN', 0.124)]"
Other,taker,no,"[0.60,0.80)",86618,5429753,0.7015455217160406,0.7258652935879378,0.0199999999999999,2.431977187189735,2.135836772265641,2.728117602113829,0.4319771871897386,0.1510920484306601,0.1358367722656447,0.7281176021138325,2.859033229587747,KXKNOXGOLD,0.04060356969682976,86618,0.4319771871897345,0.13569141072108876,0.7282629636583803,83101,-0.835958652723792,-1.1417286122531976,-0.5301886931943866,False,"['KXSWINGSWEEP24', 'KXDEMVASWEEP', 'KXDEFICIT']",0.15561283572984794,yes,86867,-6.20655715058651,"[('KXKNOXGOLD', 0.0406), ('KXELONTWEETS', 0.0337), ('KXWHVISIT', 0.029), ('ADAMS', 0.0253), ('KXWL', 0.0172)]"
Entertainment,maker,no,"[0.95,1]",107000,32142881,0.9742299065420614,0.9880093457943924,0.0099999999999999,1.3779439252336438,1.312927547225342,1.4429603032419458,0.3779439252336505,0.033171621432807,0.3129275472253488,0.4429603032419522,11.393592140173798,KXSPOTIFYD,0.10421495327102803,107000,0.37794392523365067,0.3129272501330372,0.4429606003342641,95849,0.45850243612349134,0.391978685181797,0.5250261870651857,True,"['KXKIMMELMENTION', 'KXRTNOVOCAINE', 'KXSONGSONCHARTTSWIFT2']",0.3478938977956596,yes,48967,0.9452488410562306,"[('KXSPOTIFYD', 0.1042), ('KXOSCARPIC', 0.0517), ('KXTOP10BILLBOARDSPOTSTS', 0.0468), ('KXTOPMODEL', 0.0391), ('KXNETFLIXRANKMOVIE', 0.0257)]"
Entertainment,maker,yes,"[0.05,0.20)",100164,10193591,0.1106531288686554,0.1244159578291601,0.0099999999999999,1.37628289605047,1.1735422528322652,1.5790235392686751,0.3762828960504732,0.1034391036827576,0.1735422528322683,0.5790235392686782,3.6377238650918073,KXSPOTIFYD,0.12270875763747455,100164,0.37628289605047543,0.17351064560957868,0.5790551464913721,87873,0.20335028962251972,-0.012066709125429283,0.4187672883704687,False,"['KXRTALIENEARTH', 'KXSPOTIFYD', 'KXABORTION']",0.16533077117507572,no,106389,1.4114429123311705,"[('KXSPOTIFYD', 0.1227), ('KXAPPRANKFREE', 0.046), ('KXOSCARPIC', 0.0349), ('KXSNFMENTION', 0.0318), ('KXSPOTIFYSONGSOPALITE', 0.0254)]"
Weather,maker,no,"[0,0.05)",56295,8908738,0.0216694200195398,0.0352784439115374,0.0099999999999998,1.3609023891997518,1.209060781220418,1.512743997179086,0.3609023891997599,0.0774702081527214,0.2090607812204259,0.5127439971790939,4.658595837102858,KXHIGHNY,0.21211475264233057,56295,0.3609023891997615,0.20906078122042757,0.5127439971790955,44354,0.2773143346710658,0.10803292600188069,0.446595743340251,True,"['KXTORNADO', 'KXHIGHMIA', 'KXHIGHLAX']",0.49339779464057726,yes,262453,-0.4509455026233492,"[('KXHIGHNY', 0.2121), ('KXHIGHCHI', 0.1474), ('KXHIGHMIA', 0.1307), ('KXHIGHAUS', 0.1284), ('KXHIGHLAX', 0.1138)]"
Weather,maker,yes,"[0.20,0.40)",439542,16211223,0.2881135363628458,0.3016207779916367,0.0100000000000005,1.3507241628786053,1.21602280272767,1.4854255230295408,0.3507241628786234,0.0687251837504772,0.2160228027276881,0.4854255230295587,5.103284469227601,KXHIGHNY,0.20045865924075515,439542,0.35072416287862695,0.21602280272769162,0.48542552302956227,351432,-0.07855573766760401,-0.22858273148297736,0.07147125614776934,False,"['KXHIGHNY', 'KXHIGHCHI', 'KXHIGHAUS']",0.4860309249489648,no,241945,5.05075947012754,"[('KXHIGHNY', 0.2005), ('KXHIGHAUS', 0.1489), ('KXHIGHDEN', 0.1453), ('KXHIGHCHI', 0.1381), ('KXHIGHLAX', 0.138)]"
Science/Tech,taker,no,"[0.95,1]",6874,1308067,0.971793715449522,0.9851614780331684,0.0099999999999999,1.336776258364852,1.0538200482679565,1.619732468461748,0.3367762583648594,0.1443654133147427,0.0538200482679635,0.6197324684617553,2.332804309787318,KXLLM1,0.5545533895839395,6874,0.3367762583648576,0.049626478745017855,0.6239260379846974,3062,0.17700849118223602,-0.2437883955117638,0.5978053778762359,False,"['KXLLM1', 'SPACEXSTARSHIP', 'LLM1']",0.7226572029176243,yes,3623,-1.7620756279326473,"[('KXLLM1', 0.5546), ('KXSPACEXSTARSHIP', 0.1123), ('LLM1', 0.0768), ('KXAPPLEMENTION', 0.0602), ('KXRANKLISTAIWFCIS', 0.0256)]"
Weather,maker,no,"[0.60,0.80)",548031,20602636,0.6902843999700679,0.7033488981462728,0.0100000000000009,1.3064498176197916,1.1865850443945825,1.4263145908450008,0.3064498176198126,0.061155496543474,0.1865850443946035,0.4263145908450217,5.01099385894062,KXHIGHNY,0.19987008034217044,548031,0.30644981761979095,0.1865849838223236,0.4263146514172582,438496,0.7410124607749994,0.6076288804817992,0.8743960410681997,True,"['KXHIGHNY', 'KXHIGHCHI', 'KXHIGHPHIL']",0.4456810391304681,yes,125653,-2.2692096487947064,"[('KXHIGHNY', 0.1999), ('KXHIGHAUS', 0.1623), ('KXHIGHDEN', 0.1437), ('KXHIGHLAX', 0.1404), ('KXHIGHCHI', 0.137)]"
Other,maker,no,"[0.95,1]",50017,9332828,0.9734180378671266,0.9864246156306856,0.0099999999999999,1.3006577763560396,1.1987525226875326,1.4025630300245464,0.3006577763560418,0.0519924763614831,0.1987525226875348,0.4025630300245488,5.782716989006006,KXNYCLASTROUNDMARGIN,0.08445128656256873,50017,0.30065777635604185,0.19860455421379297,0.4027109984982907,45793,0.31974319219094927,0.20828912265053973,0.4311972617313588,True,"['KXSYNTHETIXTRADINGCOMP', 'KXNEWCOACHJAX', 'KXMAXWELLPARDON']",0.14513803489890492,yes,25225,0.8992269573835519,"[('KXNYCLASTROUNDMARGIN', 0.0845), ('KXELONTWEETS', 0.0407), ('KXEUROVISION', 0.0296), ('KXGRAMBNA', 0.0295), ('KXMAXWELLPARDON', 0.02)]"
Weather,maker,yes,"[0.05,0.20)",470286,22501431,0.1132763679973445,0.1258510778547522,0.0100000000000006,1.2574709857405786,1.1634956792209334,1.3514462922602235,0.2574709857405949,0.0479465849590025,0.1634956792209499,0.3514462922602399,5.36995462681543,KXHIGHNY,0.20317849138609273,470286,0.25747098574059085,0.16349566297796883,0.35144630850321285,374734,0.22357725746796356,0.1183020126665516,0.3288525022693755,True,"['KXHIGHCHI', 'KXHIGHMIA', 'KXHIGHAUS']",0.5289113361970834,no,122206,2.887730553327989,"[('KXHIGHNY', 0.2032), ('KXHIGHAUS', 0.1481), ('KXHIGHLAX', 0.1445), ('KXHIGHDEN', 0.139), ('KXHIGHCHI', 0.1357)]"
